Table,Year,Rcode,Demographic,Description,Est1,Est2,Est3,Est4,Est5,Est6,Est7,Est8,Est9,Est10,Est11,DQF1,DQF2,DQF3,DQF4,DQF5,DQF6,DQF7,DQF8,DQF9,DQF10,DQF11,RSE1,RSE2,RSE3,RSE4,RSE5,RSE6,RSE7,RSE8,RSE9,RSE10,RSE11,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
T10,2017,PL01,Labour force status,Employed,54.5,177.9,124.7,124.7,236.7,317.1,331.5,354.2,356.1,355.4,2432.8,*,,,,,,,,,,,30.6,15.3,15.3,15.3,10.2,10.2,10.2,10.2,10.2,10.2,0,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PL02,Labour force status,Unemployed,31,36.2,14.4,11.5,12.7,7,1.7,2.6,,,117.6,*,*,*,*,*,**,**,**,S,,,30.6,30.6,45.9,51,45.9,56.1,91.8,86.7,,,15.3,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PL03,Labour force status,Not in the Labour Force,263.2,144.7,216.9,238.4,118.9,47,35.3,18.1,17.2,16.7,1116.2,,,,,,*,*,*,*,*,,10.2,15.3,15.3,10.2,15.3,25.5,25.5,40.8,40.8,45.9,5.1,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2017,PL04,Labour force status,not specified,,,,,,,,,,,,S,,,,,,,,,,S,,,,,,,,,,,,"Under    $1,000","$1,000 To   $11,799","$11,800 To   $18,099","$18,100 To   $24,599","$24,600 To   $34,399","$34,400 To   $43,899","$43,900 To   $53,999","$54,000 To   $68,199","$68,200 To   $93,399","$93,400 and Over"
T10,2018,PS01,Sex,Male,162,149.8,172.4,141.4,148.1,172.9,203.7,208,228,271.4,1857.8,,,,,,,,,,,,10.2,15.3,10.2,15.3,10.2,10.2,10.2,10.2,10.2,10.2,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PS02,Sex,Female,217.4,231.1,207.5,242.4,231,209.5,178.7,168,156.2,109.6,1951.4,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,15.3,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,P999,Total People 15+,Total people 15+,379.4,380.9,379.9,383.8,379.1,382.3,382.4,376,384.3,381.1,3809.1,,,,,,,,,,,,10.2,10.2,5.1,10.2,5.1,10.2,10.2,10.2,10.2,10.2,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA01,Age group,15-19,158.5,90,20.5,9.9,10.8,6.6,4.8,,,,301.8,,,*,*,**,**,**,S,S,,,10.2,15.3,30.6,40.8,51,66.3,71.4,,,,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA02,Age group,20-24,45,77.1,43,41,45.4,43,27,18,6.6,2.6,348.6,*,,*,*,*,*,*,*,**,**,,25.5,20.4,20.4,25.5,25.5,25.5,30.6,45.9,51,81.6,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA03,Age group,25-29,18.1,31.8,30.2,23.3,36.1,60.8,61.6,51.6,37.3,14.7,365.4,*,*,*,*,*,,,*,*,*,,35.7,25.5,20.4,30.6,30.6,20.4,20.4,20.4,35.7,45.9,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA04,Age group,30-34,16,28.8,22.4,26.4,26.5,35,50.5,44.7,39.7,28.4,318.2,*,*,*,*,*,,*,,*,*,,40.8,25.5,30.6,25.5,25.5,20.4,25.5,20.4,25.5,40.8,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA05,Age group,35-39,16.7,24.8,20.4,17.3,23.3,30.3,36.6,37.7,44.8,37.7,289.4,*,*,*,*,*,*,,*,,,,30.6,25.5,35.7,30.6,25.5,25.5,20.4,20.4,20.4,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA06,Age group,40-44,19.8,21.8,16.9,15.5,25.3,28.7,29.7,33.7,49.5,49.2,290.1,*,*,*,*,*,*,*,*,,,,35.7,25.5,30.6,40.8,25.5,25.5,25.5,25.5,20.4,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA07,Age group,45-49,17.5,23.1,18.5,16.5,30.1,33.4,41.7,40.7,48.5,50.7,320.7,*,*,*,*,*,*,*,*,,*,,45.9,30.6,35.7,30.6,25.5,20.4,25.5,25.5,20.4,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA08,Age group,50-54,21,20.8,15.8,19.1,22.7,31.5,37.6,41.4,44.6,55.8,310.3,*,*,*,*,*,,*,*,*,*,,30.6,30.6,30.6,40.8,30.6,20.4,25.5,20.4,20.4,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA09,Age group,55-59,28,18.6,17.4,20.5,24.6,35.5,27.7,32.4,44.8,55.4,305,*,*,*,*,*,,*,*,*,,,35.7,25.5,30.6,30.6,25.5,20.4,30.6,25.5,25.5,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA10,Age group,60-64,25.1,22.9,24.2,19.6,28.7,23.2,24.7,29.6,34.7,32.6,265.3,*,*,*,*,*,*,*,*,*,*,,25.5,25.5,25.5,30.6,30.6,30.6,30.6,25.5,30.6,20.4,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PA11,Age group,65 +,13.8,21.3,150.6,174.7,105.6,54.4,40.6,45.8,33.6,54,694.4,**,*,,,,*,*,,*,*,,56.1,30.6,10.2,10.2,15.3,20.4,20.4,20.4,25.5,25.5,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE01,Ethnicity,European,192.8,233.8,255.5,271.1,265.5,259.4,244.5,266.8,297,324.2,2610.6,,,,,,,,,,,,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE02,Ethnicity,Maori,51.6,65,48.7,50.4,48.1,51.9,57.9,47.5,40.1,26.9,488,,,*,,,,,,*,*,,15.3,20.4,20.4,20.4,20.4,20.4,20.4,20.4,25.5,30.6,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE03,Ethnicity,Asian,86.2,63.8,48,47,54.1,62.8,67.2,60.9,48.1,34.8,572.8,,*,*,*,*,,,*,*,*,,20.4,20.4,25.5,20.4,30.6,20.4,20.4,20.4,20.4,30.6,10.2,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE04,Ethnicity,Pacific people,38.5,27.9,23.3,20.5,19.2,30.1,28.2,17.6,17,11.7,233.9,*,*,*,*,*,*,*,*,*,**,,25.5,30.6,30.6,30.6,40.8,25.5,30.6,30.6,40.8,51,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE05,Ethnicity,MELAA,3.8,5.5,3.2,3.5,4.6,3.3,,2.2,3.6,3.1,34.5,**,**,**,**,**,**,S,**,**,**,*,76.5,61.2,76.5,71.4,76.5,86.7,,96.9,86.7,81.6,35.7,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PE06,Ethnicity,Other ethnic group,4.2,7.8,12.8,8.3,7.9,4.1,9.3,9.2,6.3,6,75.9,**,**,**,*,**,**,**,**,**,**,*,76.5,61.2,56.1,51,66.3,61.2,56.1,56.1,86.7,81.6,30.6,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ01,Highest qualification,No qualification,96.8,66.6,106.1,115.1,75.9,60,56.6,44.5,34.8,18.1,674.6,,,,,,,,*,*,*,,15.3,15.3,15.3,10.2,15.3,20.4,20.4,20.4,25.5,40.8,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ02,Highest qualification,Level 1 -Level 3 Certificate,127.5,146,101.9,92.9,92.2,111.4,98.2,79.6,61.7,56.3,967.8,,,,,,,,,*,*,,10.2,15.3,15.3,15.3,15.3,15.3,15.3,15.3,25.5,25.5,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ03,Highest qualification,Level 4 Certificate,14.4,29.3,37.2,30.6,37.3,40.7,48.7,56,53.8,39.8,387.9,*,*,*,*,*,*,*,,,*,,40.8,25.5,20.4,25.5,25.5,20.4,25.5,20.4,20.4,25.5,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ04,Highest qualification,Level 5 or level 6 Diploma,22.8,23.5,26.3,32.4,43.8,40.9,45.6,47.1,51.1,50.4,384.1,*,*,*,*,*,*,*,,,,,40.8,30.6,30.6,30.6,20.4,25.5,25.5,20.4,20.4,20.4,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ05,Highest qualification,Bachelor Degree & Level 7,26.3,40.2,31.8,35.8,52.7,63.7,65.7,76.8,83.5,85.2,561.8,*,*,*,*,*,,*,,,,,30.6,25.5,30.6,25.5,25.5,20.4,20.4,20.4,20.4,15.3,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ06,Highest qualification,Postgraduate & Honours Degrees,9.5,12.1,14.5,9.9,17.5,13.8,17.6,28.3,43.2,56,222.4,*,*,**,*,*,*,*,*,*,*,,51,35.7,56.1,40.8,35.7,45.9,30.6,25.5,25.5,20.4,10.2,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ07,Highest qualification,Masters Degree,11.2,12.9,6.5,6.9,8,13.8,14.8,13.5,24.2,38.8,150.6,**,**,**,*,*,*,*,*,*,*,,56.1,51,61.2,45.9,40.8,45.9,45.9,40.8,30.6,25.5,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ08,Highest qualification,Doctorate Degree,,1.4,,2.1,1.2,,,3,2,13.5,26.4,S,**,S,***,**,S,S,**,**,*,*,,86.7,,107.1,86.7,,,71.4,86.7,40.8,25.5,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ09,Highest qualification,Other Post-school,7.1,10.1,14.6,19.6,17.8,12.9,8.7,15.3,19.4,10.9,136.4,*,*,*,*,*,*,*,*,*,*,,45.9,45.9,40.8,35.7,40.8,35.7,45.9,35.7,40.8,40.8,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ10,Highest qualification,Other NZ Secondary School,,2.5,,,,,,,,,6.9,S,***,S,S,S,S,,,S,,**,,102,,,,,,,,,71.4,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ11,Highest qualification,Overseas Secondary School,20.6,20,17.8,19.3,20.9,14.3,20.9,8.4,8.3,5.8,156.5,*,*,*,*,*,*,*,**,*,**,,40.8,40.8,35.7,30.6,30.6,40.8,40.8,76.5,45.9,71.4,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PQ12,Highest qualification,Not Specified,41.9,16.2,21.2,17.9,11.2,9.2,4.6,3.4,2.2,6.2,133.9,*,*,*,*,*,*,**,**,**,**,,30.6,30.6,30.6,35.7,45.9,45.9,76.5,91.8,86.7,66.3,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PL01,Labour force status,Employed,38.8,173.5,115.3,146.9,241,317.4,345.4,346.4,363.5,348.7,2436.8,*,,,,,,,,,,,25.5,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,0,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PL02,Labour force status,Unemployed,30.4,31.4,20.5,16.5,13.7,4.8,4.2,3.8,3.9,1.6,130.9,*,*,*,*,*,**,**,***,**,**,,25.5,25.5,30.6,40.8,35.7,56.1,76.5,102,81.6,91.8,15.3,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PL03,Labour force status,Not in the Labour Force,309.3,175.9,243.9,220.5,124.4,60.1,32.8,25.7,16.9,30.8,1240.3,,,,,,*,*,*,*,*,,10.2,10.2,10.2,10.2,10.2,20.4,25.5,25.5,45.9,35.7,5.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
T10,2018,PL04,Labour force status,not specified,,,,,,,,,,,1.1,S,,S,,,,,,,,***,,,,,,,,,,,107.1,Under      $900,"$900 To   $12,799","$12,800 To   $18,999","$19,000 To   $25,699","$25,700 To   $35,999","$36,000 To   $45,599","$45,600 To   $56,299","$56,300 To   $69,999","$70,000 To   $94,099","$94,100 and Over"
